price,rooms,area_m2,floor,has_document,address,avtodayanacaq,balkon,duzelme,esyali,hovuz,internet,isiq,kabel_tv,kombi,kondisioner,lift,merkezi_qizdirici_sistem,metbex_mebeli,pvc_pencere,qaz,su,telefon,temirli
118000,2.0,39.0,3.0,Yes,"Bakı, Sabunçu, Bakıxanov qəs., metro Neftçilər",No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
128000,3.0,87.0,11.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
400000,3.0,147.0,13.0,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
59000,2.0,31.0,11.0,No,Xırdalan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
56000,2.0,30.0,8.0,No,Xırdalan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
137500,2.0,42.8,5.0,Yes,"Bakı, Nizami, 8-ci kilometr, metro Qara Qarayev",No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
350000,3.0,70.0,3.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
270000,3.0,105.0,2.0,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70000,1.0,42.0,5.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
59000,2.0,31.0,10.0,No,Xırdalan,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
23500,2.0,74.0,13.0,Yes,Sumqayıt,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
239000,2.0,70.0,8.0,Yes,"Bakı, Nərimanov, metro 8 Noyabr",Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
170000,2.0,50.0,5.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
200000,2.0,60.0,4.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23500,2.0,74.0,13.0,Yes,Sumqayıt,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
258000,3.0,85.0,10.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro Elmlər akademiyası",Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
59000,2.0,32.0,10.0,No,Xırdalan,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
56000,2.0,29.2,8.0,No,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
158000,2.0,47.0,13.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro Elmlər akademiyası",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
114500,2.0,55.0,9.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
173000,2.0,65.0,2.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro Elmlər akademiyası",Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
390000,4.0,180.0,13.0,Yes,"Bakı, Binəqədi, 8-ci mikrorayon, metro Azadlıq",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
174000,4.0,100.0,4.0,Yes,"Bakı, Suraxanı, Əmircan qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
521000,4.0,186.0,8.0,Yes,"Bakı, Nəsimi, metro Gənclik",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
170000,3.0,80.0,2.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
51900,3.0,83.0,2.0,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes
225000,2.0,52.0,3.0,No,"Bakı, Nərimanov, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
500000,3.0,162.0,6.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
115000,2.0,65.0,9.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
136000,1.0,36.0,4.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
174000,4.0,100.0,8.0,Yes,"Bakı, Suraxanı, Qaraçuxur qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
127000,2.0,55.0,4.0,No,"Bakı, Sabunçu, Bakıxanov qəs.",No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
279000,2.0,70.0,17.0,No,"Bakı, Xətai, metro Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
340000,3.0,120.0,5.0,Yes,"Bakı, Binəqədi, metro 28 May",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
380000,3.0,140.0,9.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
110000,3.0,97.6,6.0,Yes,Lənkəran,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No
289000,2.0,75.0,14.0,No,"Bakı, Xətai, metro Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
390000,3.0,114.0,10.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
85000,3.0,71.0,4.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
187000,2.0,63.0,4.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
350000,3.0,110.0,4.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
96000,2.0,56.0,6.0,Yes,Xırdalan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
125000,1.0,32.0,3.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
199000,3.0,101.0,15.0,Yes,"Bakı, Xətai, Köhnə Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
278000,3.0,100.0,8.0,Yes,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
380000,3.0,136.0,16.0,Yes,"Bakı, Nərimanov, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
90000,2.0,42.0,3.0,Yes,Xırdalan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
137000,3.0,90.0,8.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
180000,3.0,96.0,3.0,No,"Bakı, Xətai, Əhmədli, metro Əhmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
49000,2.0,53.0,1.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
104200,3.0,84.3,3.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes
158000,3.0,77.0,9.0,No,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
158000,2.0,56.0,4.0,No,"Bakı, Xətai, metro Həzi Aslanov",No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
500000,5.0,185.0,5.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
390000,3.0,148.0,6.0,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
420000,4.0,168.0,13.0,No,"Bakı, Nizami, metro Qara Qarayev",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
520000,4.0,179.0,19.0,No,"Bakı, Nəsimi, metro Gənclik",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
365000,3.0,110.0,16.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
228000,2.0,77.0,4.0,Yes,"Bakı, Binəqədi, metro Azadlıq",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
123000,2.0,45.0,4.0,Yes,"Bakı, Xətai, Köhnə Günəşli qəs., metro Həzi Aslanov",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
168000,3.0,80.0,1.0,Yes,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
199000,2.0,45.0,3.0,Yes,"Bakı, Nəsimi, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
250000,2.0,65.0,6.0,Yes,"Bakı, Nəsimi, metro Gənclik",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
239000,3.0,100.0,3.0,Yes,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
228000,3.0,105.0,6.0,Yes,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
135000,1.0,35.0,4.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
177000,2.0,55.0,9.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
174500,3.0,75.0,2.0,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
149000,2.0,45.0,2.0,Yes,"Bakı, Nizami, metro Neftçilər",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
29500,2.0,81.0,7.0,Yes,"Bakı, Abşeron, Saray",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66000,2.0,49.0,2.0,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70000,2.0,50.0,4.0,No,"Bakı, Abşeron, Masazır",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100000,3.0,66.0,5.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
88000,3.0,62.0,5.0,No,Xırdalan,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
370000,3.0,116.0,14.0,Yes,"Bakı, Xətai, metro Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
260000,3.0,80.0,4.0,Yes,"Bakı, Xətai, metro Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
227000,3.0,110.0,7.0,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
375000,4.0,120.0,11.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
160000,2.0,75.0,4.0,Yes,"Bakı, Səbail, Bayıl qəs., metro İçərişəhər",No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
38000,2.0,75.0,2.0,No,"Bakı, Binəqədi, Binəqədi qəs., metro Azadlıq",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
70000,2.0,42.0,5.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
120000,3.0,129.0,6.0,Yes,"Bakı, Abşeron, Saray",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No
75000,2.0,45.0,8.0,Yes,"Sumqayıt, 10-cu mikrorayon",No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
70000,2.0,42.0,4.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
122000,2.0,65.0,9.0,Yes,Xırdalan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
125000,3.0,87.0,8.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
28000,2.0,73.0,3.0,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
85000,2.0,58.0,5.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
347316,3.0,84.3,13.0,Yes,"Bakı, Nərimanov, metro Bakmil",No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes
169000,2.0,70.0,5.0,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
280000,3.0,140.0,12.0,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Nəsimi",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
125000,2.0,67.0,5.0,Yes,"Bakı, Nəsimi, 4-cü mikrorayon, metro Memar Əcəmi - 2",No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
147000,2.0,67.5,9.0,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Memar Əcəmi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
148000,2.0,74.0,11.0,Yes,"Bakı, Nəsimi, 2-ci mikrorayon, metro Memar Əcəmi",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
128000,3.0,85.0,5.0,Yes,"Bakı, Nəsimi, 2-ci mikrorayon, metro Memar Əcəmi",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
173000,3.0,71.0,6.0,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
16200,1.0,45.0,2.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
16200,1.0,45.0,2.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No
330000,4.0,110.0,2.0,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
166000,3.0,95.0,2.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
96000,2.0,51.0,9.0,Yes,Xırdalan,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
50000,3.0,85.0,6.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No
220000,2.0,87.0,16.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
160000,3.0,75.0,7.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
118000,3.0,65.0,3.0,Yes,Xırdalan,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
75000,3.0,65.0,2.0,Yes,Xırdalan,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
65000,1.0,36.0,1.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
90000,2.0,56.0,1.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
112000,3.0,80.0,2.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
155000,4.0,103.0,6.0,Yes,Xırdalan,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
58000,1.0,45.0,2.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
125000,2.0,66.0,3.0,Yes,"Bakı, Nəsimi, metro Memar Əcəmi",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
330000,2.0,101.0,16.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro Elmlər akademiyası",No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No
78000,2.0,43.0,5.0,Yes,"Bakı, Abşeron, Masazır",No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
195000,3.0,100.0,5.0,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Nəsimi",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
71000,2.0,41.0,3.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
235000,3.0,85.0,5.0,Yes,"Bakı, Binəqədi, 8-ci mikrorayon, metro Azadlıq",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
81000,2.0,57.0,1.0,Yes,"Bakı, Abşeron, Masazır",No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
260000,3.0,80.0,2.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
150000,4.0,91.0,3.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
112000,4.0,120.0,1.0,Yes,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
98000,2.0,62.0,13.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
92000,2.0,80.0,7.0,Yes,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
158000,3.0,78.0,6.0,Yes,"Bakı, Nəsimi, 4-cü mikrorayon, metro Memar Əcəmi",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
61000,2.0,52.0,4.0,No,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
446000,3.0,146.4,13.0,Yes,"Bakı, Nizami, metro Koroğlu",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
260000,5.0,120.0,3.0,Yes,"Bakı, Binəqədi, 8-ci mikrorayon",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
300000,2.0,100.0,11.0,Yes,"Bakı, Səbail, Badamdar qəs.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
260000,3.0,80.0,2.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
91000,1.0,45.0,12.0,Yes,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
398000,3.0,126.0,8.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
370000,3.0,144.0,6.0,No,"Bakı, Yasamal, Yasamal qəs., metro Elmlər akademiyası",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
115000,3.0,75.0,6.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
125000,1.0,36.0,1.0,Yes,"Bakı, Binəqədi, 6-cı mikrorayon, metro Nəsimi",Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
284500,3.0,85.0,10.0,Yes,"Bakı, Səbail, Badamdar qəs.",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
130000,2.0,50.0,15.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
45000,2.0,54.0,1.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
59000,2.0,44.0,6.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
88000,3.0,62.0,5.0,No,Xırdalan,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
110000,2.0,74.0,4.0,Yes,Xırdalan,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
102000,2.0,30.0,5.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
163000,3.0,70.0,4.0,Yes,"Bakı, Nizami, 8-ci kilometr, metro Neftçilər",No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
135000,3.0,78.0,4.0,Yes,"Sumqayıt, 3-ci məhəllə",No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No
